run,R_active,t_to_thr_base,t_to_thr_reset,residual_base,residual_reset
246,nan,0.0,0.0,4.186704892038561,4.186704892038561
247,nan,0.0,0.0,4.163145803950856,4.163145803950856
248,nan,0.0,0.0,4.1062471351591965,4.1062471351591965
249,nan,0.0,0.0,3.9588357521598874,3.9588357521598874
250,nan,0.0,0.0,3.7287947217755995,3.7287947217755995
251,2.7755575615628914e-15,0.0,0.0,4.728089399192632,4.722059866111281
252,nan,0.0,0.0,4.076003639095334,4.076003639095334
253,2.4424906541753444e-15,0.0,0.0,4.806518370916574,4.799474973303409
254,nan,0.0,0.0,4.316903758657092,4.316903758657092
255,nan,0.0,0.0,3.6533192859494057,3.6533192859494057
256,nan,0.0,0.0,4.047266203069393,4.047266203069393
257,nan,0.0,0.0,4.066920132400313,4.066920132400313
258,nan,0.0,0.0,4.613709421511395,4.613709421511395
259,nan,0.0,0.0,3.7165230484146194,3.7165230484146194
260,nan,0.0,0.0,4.569092305723294,4.569092305723294
261,nan,0.0,0.0,4.436511390538347,4.436511390538347
262,2.7755575615628914e-15,0.0,0.0,4.956114523108145,4.938406460661185
263,nan,0.0,0.0,3.7549348680595642,3.7549348680595642
264,nan,0.0,0.0,3.8470435334024207,3.8470435334024207
265,nan,0.0,0.0,4.495811950123059,4.495811950123059
266,nan,0.0,0.0,4.249750246161955,4.249750246161955
267,nan,0.0,0.0,4.375140863348528,4.375140863348528
268,nan,0.0,0.0,4.373305564685814,4.373305564685814
269,nan,0.0,0.0,4.2949339424737705,4.2949339424737705
270,nan,0.0,0.0,4.224679505316457,4.224679505316457
271,nan,0.0,0.0,4.471949788680111,4.471949788680111
272,nan,0.0,0.0,4.434004980500021,4.434004980500021
273,nan,0.0,0.0,3.7493759426038014,3.7493759426038014
274,nan,0.0,0.0,4.42025078197396,4.42025078197396
275,3.3306690738754696e-15,0.0,0.0,4.980398965403136,4.958855833236506
276,nan,0.0,0.0,3.952327328075275,3.952327328075275
277,nan,0.0,0.0,4.48905895347727,4.48905895347727
278,nan,0.0,0.0,4.05276720395534,4.05276720395534
279,3.2751579226442118e-15,0.0,0.0,4.972859124371713,4.9527313214178585
280,2.4424906541753444e-15,0.0,0.0,4.832119991631219,4.825467511864189
281,nan,0.0,0.0,4.2363582601206256,4.2363582601206256
282,4.496403249731884e-15,0.0,0.0,5.363827105753008,5.2841506954743025
283,nan,0.0,0.0,4.28776826481734,4.28776826481734
284,nan,0.0,0.0,4.36463176742758,4.36463176742758
285,nan,0.0,0.0,3.591899979008229,3.591899979008229
286,nan,0.0,0.0,4.01198588931367,4.01198588931367
287,nan,0.0,0.0,4.034004550478783,4.034004550478783
288,nan,0.0,0.0,3.671605940462321,3.671605940462321
289,3.497202527569243e-15,0.0,0.0,4.876144440408236,4.8617491906473855
290,3.3306690738754696e-15,0.0,0.0,5.033653344008273,5.006228238388024
291,nan,0.0,0.0,4.169663978185353,4.169663978185353
292,nan,0.0,0.0,3.9601298704533248,3.9601298704533248
293,nan,0.0,0.0,4.136900469193572,4.136900469193572
294,nan,0.0,0.0,3.667110412696758,3.667110412696758
295,2.6645352591003757e-15,0.0,0.0,4.982574298943273,4.959846636199484
296,nan,0.0,0.0,4.12420836096292,4.12420836096292
297,3.885780586188048e-15,0.0,0.0,4.742957413285922,4.735974859443561
298,2.886579864025407e-15,0.0,0.0,4.837093848944514,4.823425958579527
299,3.164135620181696e-15,0.0,0.0,4.724864296844846,4.720989757450066
300,nan,0.0,0.0,4.454570819993619,4.454570819993619
301,nan,0.0,0.0,4.384720588413796,4.384720588413796
302,nan,0.0,0.0,4.169994930939995,4.169994930939995
303,2.220446049250313e-15,0.0,0.0,4.825068810045313,4.819646544108297
304,3.3861802251067274e-15,0.0,0.0,4.800063825443379,4.790563002538831
305,nan,0.0,0.0,4.298508220999301,4.298508220999301
306,nan,0.0,0.0,4.349021116494405,4.349021116494405
307,2.7755575615628914e-15,0.0,0.0,4.939487052060474,4.917547118787592
308,nan,0.0,0.0,4.0133996817152315,4.0133996817152315
309,nan,0.0,0.0,4.60237256940624,4.60237256940624
310,nan,0.0,0.0,4.164341409808001,4.164341409808001
311,nan,0.0,0.0,4.555281246170475,4.555281246170475
312,3.6637359812630166e-15,0.0,0.0,4.850448519275707,4.835915677861209
313,nan,0.0,0.0,3.4678412093744693,3.4678412093744693
314,nan,0.0,0.0,4.6679649396416885,4.6679649396416885
315,4.163336342344337e-15,0.0,0.0,4.871918309860385,4.854280988425101
316,nan,0.0,0.0,4.071391411557709,4.071391411557709
317,nan,0.0,0.0,4.464227781832305,4.464227781832305
318,nan,0.0,0.0,4.522235060343755,4.522235060343755
319,nan,0.0,0.0,3.859212822315328,3.859212822315328
320,nan,0.0,0.0,4.506694581203454,4.506694581203454
321,nan,0.0,0.0,4.495816297160596,4.495816297160596
322,2.886579864025407e-15,0.0,0.0,4.747326645304362,4.740914989295442
323,nan,0.0,0.0,4.330563457016716,4.330563457016716
324,2.55351295663786e-15,0.0,0.0,4.7958250647970795,4.789840103180134
325,nan,0.0,0.0,3.918414598342961,3.918414598342961
326,nan,0.0,0.0,4.608220282490896,4.608220282490896
327,2.55351295663786e-15,0.0,0.0,4.73185376782791,4.729618628764558
328,nan,0.0,0.0,4.15762735062059,4.15762735062059
329,nan,0.0,0.0,4.503585990927522,4.503585990927522
330,nan,0.0,0.0,3.6996881477816816,3.6996881477816816
331,2.275957200481571e-15,0.0,0.0,4.8182950337404975,4.81283738790171
332,nan,0.0,0.0,4.610758383192148,4.610758383192148
333,nan,0.0,0.0,4.159356078646047,4.159356078646047
334,nan,0.0,0.0,4.632506337937565,4.632506337937565
335,nan,0.0,0.0,4.507967919814725,4.507967919814725
336,2.942091015256665e-15,0.0,0.0,5.082613260292673,5.052170680907021
337,nan,0.0,0.0,4.424397608012038,4.424397608012038
338,nan,0.0,0.0,4.361346576884196,4.361346576884196
339,nan,0.0,0.0,4.488573405473053,4.488573405473053
340,nan,0.0,0.0,4.62642940675271,4.62642940675271
341,nan,0.0,0.0,4.108508156747871,4.108508156747871
342,2.7755575615628914e-15,0.0,0.0,5.043794858960685,5.015795709794537
343,nan,0.0,0.0,4.268715053094837,4.268715053094837
344,nan,0.0,0.0,4.4488669677538635,4.4488669677538635
345,2.4424906541753444e-15,0.0,0.0,4.7471304434362205,4.745972692536467
346,nan,0.0,0.0,4.240898379239382,4.240898379239382
347,nan,0.0,0.0,4.245065502436746,4.245065502436746
348,nan,0.0,0.0,3.5587416586222527,3.5587416586222527
349,nan,0.0,0.0,4.626824036890784,4.626824036890784
350,2.609024107869118e-15,0.0,0.0,4.7798560115858395,4.77472220406759
351,nan,0.0,0.0,4.597519490437999,4.597519490437999
352,nan,0.0,0.0,3.8636044081400405,3.8636044081400405
353,nan,0.0,0.0,4.131991569970546,4.131991569970546
354,3.6637359812630166e-15,0.0,0.0,4.707411858838868,4.703530170259086
355,nan,0.0,0.0,4.478485781269561,4.478485781269561
356,nan,0.0,0.0,4.395054276161067,4.395054276161067
357,nan,0.0,0.0,4.696658650189862,4.696658650189862
358,nan,0.0,0.0,3.743565232251333,3.743565232251333
359,nan,0.0,0.0,4.124719152685445,4.124719152685445
360,nan,0.0,0.0,3.993283516187383,3.993283516187383
361,nan,0.0,0.0,4.156628659421467,4.156628659421467
362,nan,0.0,0.0,4.470171336561208,4.470171336561208
363,nan,0.0,0.0,4.492660356951328,4.492660356951328
364,nan,0.0,0.0,4.318977485016466,4.318977485016466
365,nan,0.0,0.0,4.38571477897192,4.38571477897192
366,2.6645352591003757e-15,0.0,0.0,4.779384626604236,4.772899214348779
367,nan,0.0,0.0,3.8659246140488497,3.8659246140488497
368,nan,0.0,0.0,4.160745358499683,4.160745358499683
369,nan,0.0,0.0,4.320557053405196,4.320557053405196
370,nan,0.0,0.0,4.547275744934478,4.547275744934478
371,nan,0.0,0.0,3.988446727097982,3.988446727097982
372,3.6637359812630166e-15,0.0,0.0,5.284119178845366,5.212419779336582
373,nan,0.0,0.0,4.252755739723782,4.252755739723782
374,3.6637359812630166e-15,0.0,0.0,4.7932046038162195,4.782729641661331
375,nan,0.0,0.0,3.975175008373177,3.975175008373177
376,nan,0.0,0.0,4.454462268115927,4.454462268115927
377,nan,0.0,0.0,3.7615114483851215,3.7615114483851215
378,nan,0.0,0.0,4.677420502189746,4.677420502189746
379,nan,0.0,0.0,4.350494463007394,4.350494463007394
380,nan,0.0,0.0,4.4644630608967715,4.4644630608967715
381,nan,0.0,0.0,3.691521241925826,3.691521241925826
382,2.4980018054066022e-15,0.0,0.0,4.820600451344647,4.814157540423965
383,nan,0.0,0.0,4.559825375394238,4.559825375394238
384,nan,0.0,0.0,4.298551318927793,4.298551318927793
385,nan,0.0,0.0,4.521583354559177,4.521583354559177
386,2.6645352591003757e-15,0.0,0.0,4.733800498073629,4.728525660808929
387,nan,0.0,0.0,4.633299514642059,4.633299514642059
388,nan,0.0,0.0,4.074907187191744,4.074907187191744
389,nan,0.0,0.0,4.528337073241156,4.528337073241156
390,nan,0.0,0.0,4.268724003130038,4.268724003130038
391,nan,0.0,0.0,3.912737419331835,3.912737419331835
392,nan,0.0,0.0,4.283265294764553,4.283265294764553
393,3.219646771412954e-15,0.0,0.0,4.963047107877897,4.942482955585884
394,3.1086244689504383e-15,0.0,0.0,5.151634238636911,5.107963598089287
395,2.942091015256665e-15,0.0,0.0,5.050259124204869,5.024287655475006
396,nan,0.0,0.0,4.6881897664219325,4.6881897664219325
397,nan,0.0,0.0,4.645168046059149,4.645168046059149
398,nan,0.0,0.0,4.284801837459974,4.284801837459974
399,nan,0.0,0.0,4.042210938755678,4.042210938755678
400,3.0531133177191805e-15,0.0,0.0,5.109770479927336,5.076613208137647
401,nan,0.0,0.0,3.848564486796028,3.848564486796028
402,nan,0.0,0.0,3.7836845888891326,3.7836845888891326
403,nan,0.0,0.0,3.69632620010002,3.69632620010002
404,nan,0.0,0.0,3.4856630737871597,3.4856630737871597
405,nan,0.0,0.0,4.432318413158694,4.432318413158694
406,nan,0.0,0.0,4.320597375867625,4.320597375867625
407,nan,0.0,0.0,4.108786158833797,4.108786158833797
408,nan,0.0,0.0,4.554688204083295,4.554688204083295
409,nan,0.0,0.0,4.423051754763911,4.423051754763911
410,nan,0.0,0.0,4.09630212500002,4.09630212500002
411,2.886579864025407e-15,0.0,0.0,4.882086803795637,4.8690398096566065
412,nan,0.0,0.0,4.23479192551539,4.23479192551539
413,2.9976021664879227e-15,0.0,0.0,4.982910572499598,4.9605490870301105
414,nan,0.0,0.0,4.1478344911205145,4.1478344911205145
415,nan,0.0,0.0,4.572006914773253,4.572006914773253
416,nan,0.0,0.0,4.307879311319014,4.307879311319014
417,nan,0.0,0.0,4.102595915239757,4.102595915239757
418,nan,0.0,0.0,4.526575793226354,4.526575793226354
419,nan,0.0,0.0,4.11459652811822,4.11459652811822
420,nan,0.0,0.0,4.527113005895496,4.527113005895496
421,2.886579864025407e-15,0.0,0.0,5.302528979952965,5.23721571950926
422,nan,0.0,0.0,4.191113163791953,4.191113163791953
423,nan,0.0,0.0,3.705241075656299,3.705241075656299
424,nan,0.0,0.0,3.776451905103583,3.776451905103583
425,nan,0.0,0.0,4.172283658241145,4.172283658241145
426,3.941291737419306e-15,0.0,0.0,5.196969862545829,5.1412764471047945
427,nan,0.0,0.0,4.463857940489887,4.463857940489887
428,2.942091015256665e-15,0.0,0.0,4.788222666493256,4.781715516880105
429,2.4980018054066022e-15,0.0,0.0,4.973894296977701,4.956260958050406
430,nan,0.0,0.0,4.408499376450736,4.408499376450736
431,nan,0.0,0.0,3.958960066272537,3.958960066272537
432,nan,0.0,0.0,3.908959554335385,3.908959554335385
433,nan,0.0,0.0,4.5769895384539545,4.5769895384539545
434,nan,0.0,0.0,4.2357898747448015,4.2357898747448015
435,nan,0.0,0.0,4.49796313986014,4.49796313986014
436,2.9976021664879227e-15,0.0,0.0,5.119607446047401,5.079227668569827
437,nan,0.0,0.0,4.501511099556219,4.501511099556219
438,nan,0.0,0.0,4.621050892222074,4.621050892222074
439,nan,0.0,0.0,4.021095702524306,4.021095702524306
440,3.219646771412954e-15,0.0,0.0,5.245787033454508,5.1891186775618365
441,nan,0.0,0.0,4.607371320050053,4.607371320050053
442,nan,0.0,0.0,4.633057703824691,4.633057703824691
443,2.4424906541753444e-15,0.0,0.0,4.7869044868391635,4.780577606936453
444,nan,0.0,0.0,4.0473428504060465,4.0473428504060465
445,nan,0.0,0.0,3.939791271888651,3.939791271888651
446,nan,0.0,0.0,3.960333251142248,3.960333251142248
447,nan,0.0,0.0,3.8800261223284425,3.8800261223284425
448,nan,0.0,0.0,3.9187132304331462,3.9187132304331462
449,nan,0.0,0.0,4.415932193074694,4.415932193074694
450,nan,0.0,0.0,4.242232916695265,4.242232916695265
451,2.886579864025407e-15,0.0,0.0,5.054690997715534,5.026484256787231
452,2.886579864025407e-15,0.0,0.0,4.669439737080937,4.669397356490266
453,nan,0.0,0.0,4.41915609939275,4.41915609939275
454,nan,0.0,0.0,4.630288644081879,4.630288644081879
455,nan,0.0,0.0,4.0376453835053026,4.0376453835053026
456,nan,0.0,0.0,4.066698944569814,4.066698944569814
457,2.9976021664879227e-15,0.0,0.0,5.0549725949469995,5.025890562654064
458,2.9976021664879227e-15,0.0,0.0,4.758526557458329,4.754663925729567
459,nan,0.0,0.0,3.8987181271341096,3.8987181271341096
460,nan,0.0,0.0,4.580737453320936,4.580737453320936
461,nan,0.0,0.0,4.1416486508167605,4.1416486508167605
462,nan,0.0,0.0,3.98054808292871,3.98054808292871
463,nan,0.0,0.0,4.3074169304754735,4.3074169304754735
464,nan,0.0,0.0,3.9859866980551333,3.9859866980551333
465,nan,0.0,0.0,3.811091084454516,3.811091084454516
466,2.275957200481571e-15,0.0,0.0,4.722616348111755,4.722492073047726
467,2.3314683517128287e-15,0.0,0.0,4.691701000442471,4.691445841881806
468,nan,0.0,0.0,4.271133203913151,4.271133203913151
469,2.942091015256665e-15,0.0,0.0,5.233949533515683,5.181656528104757
470,nan,0.0,0.0,4.36719670475318,4.36719670475318
471,nan,0.0,0.0,4.549941653346232,4.549941653346232
472,nan,0.0,0.0,4.013952332089898,4.013952332089898
473,nan,0.0,0.0,4.092183674877641,4.092183674877641
474,nan,0.0,0.0,4.03565389861301,4.03565389861301
475,nan,0.0,0.0,4.666569814137888,4.666569814137888
476,nan,0.0,0.0,3.870141233956366,3.870141233956366
477,nan,0.0,0.0,4.457551080858912,4.457551080858912
478,nan,0.0,0.0,4.3404220402652385,4.3404220402652385
479,nan,0.0,0.0,3.7799038473536735,3.7799038473536735
480,3.885780586188048e-15,0.0,0.0,4.789681537377832,4.778745352330707
481,nan,0.0,0.0,3.9769090048812155,3.9769090048812155
482,2.220446049250313e-15,0.0,0.0,4.671343735049969,4.670918461262665
483,nan,0.0,0.0,4.007268829654422,4.007268829654422
484,nan,0.0,0.0,4.301804199235716,4.301804199235716
485,nan,0.0,0.0,4.245001852541945,4.245001852541945
486,nan,0.0,0.0,4.557701534863152,4.557701534863152
487,nan,0.0,0.0,4.537865632526305,4.537865632526305
488,nan,0.0,0.0,3.7833533101903307,3.7833533101903307
489,nan,0.0,0.0,3.9184250846349666,3.9184250846349666
490,3.608224830031759e-15,0.0,0.0,4.68659077832124,4.685074900565491
491,nan,0.0,0.0,3.9618425173534675,3.9618425173534675
492,nan,0.0,0.0,4.160084220585523,4.160084220585523
493,3.497202527569243e-15,0.0,0.0,4.820962568193553,4.810670013433003
494,2.9976021664879227e-15,0.0,0.0,4.983654570319618,4.959055668358799
495,nan,0.0,0.0,3.5450188507586833,3.5450188507586833
496,nan,0.0,0.0,3.562947460337254,3.562947460337254
497,3.1086244689504383e-15,0.0,0.0,4.879574125358882,4.864152409875516
498,nan,0.0,0.0,3.6621112997844603,3.6621112997844603
499,nan,0.0,0.0,4.098412713494388,4.098412713494388
